"地点名称","楼盘名称","地址","纬度","经度"
"仁樂大廈 A座 2樓 C室",NA,NA,NA,NA
"荃灣中心 上海樓 (7座) 6樓 E室","Tsuen Wan Centre Shanghai House","Tsuen Wan Centre Shanghai House, 93 Tsuen King Circuit, Hong Kong",22.3780519,114.1077745
"葵豐樓 13樓 A室","MH Hub","Hong Kong, Kwai Chung, Kwai Cheong Rd, 9-15號, Kwai Fong Industrial Building, 中心13樓B3室",22.3647507,114.1337252
"太古城 海天花園 景天閣 (63座) 13樓 C室",NA,NA,NA,NA
"新成路119號 二樓 119號","二 119 号","二 119 号, 119 San Shing Ave, Sheung Shui, Hong Kong",22.5043003,114.1298223
"南灣御苑 1座 8樓 B室","South Bay Place Tower 1","South Bay Place Tower 1, 25 S Bay Cl, Repulse Bay, Hong Kong",22.2385927,114.2016051
"海逸豪園 4期(IVA) 海逸灣 21座 15樓 D室","Laguna Verde Laguna Grande Block 21","Laguna Verde Laguna Grande Block 21, 8 Laguna Verde Ave, Hung Hom, Hong Kong",22.3073572,114.1927723
"薈朗 2座 9樓 A02室",NA,NA,NA,NA
"日出康城 4期B 晉海ll 5B座 43樓 C室",NA,NA,NA,NA
"南浪海灣 5座 37樓 D室","Nerine Cove Block 5","Nerine Cove Block 5, 23 Hang Fu St, Tuen Mun, Hong Kong",22.3829723,113.9719339
"海溢閣 3樓 C室","海溢閣","Hayon Building, 8 Tak Cheong Ln, Yau Ma Tei, Hong Kong",22.312907,114.167718
"爾巒 茵娜大道 1座","爾巒茵娜大道8座","Enna Blvd, Kam Tin, Hong Kong",22.4421222,114.054304
"將軍澳中心 1期 5座 37樓 G室",NA,NA,NA,NA
"兆安苑 定民閣 (E座) 十五樓 4室",NA,NA,NA,NA
"名城 3期 盛世 5座 7樓 NB室",NA,NA,NA,NA
"淘大花園 3期 P座 32樓 7室",NA,NA,NA,NA
"啟欣苑 A座 2樓 23室",NA,NA,NA,NA
"河畔花園 車位 2樓 89號","Shatinpark Stage 2 Car Park","Hong Kong, 崗背街1～3號",22.38136,114.1961757
"黃埔花園 7期 紅棉苑 4座 13樓 D室",NA,NA,NA,NA
"黃埔花園 2期 錦桃苑 10座 15樓 A室","黃埔花園2期9座","9號 Shung King St, Whampoa Garden, Hong Kong",22.304542,114.1887208
"玖瓏山 傲瓏閣 第1座 7樓 A室","Dragons Range Court C Tower 1","Dragons Range Court C Tower 1, Dragons Range, 33 Lai Ping Rd, Kau To Shan, Hong Kong",22.4135556,114.1992154
"富嘉花園 2座 22樓 L室",NA,NA,NA,NA
"淘大花園 2A期 I座 22樓 8室",NA,NA,NA,NA
"彩蒲苑 彩瑩閣 (A座) 二十五樓 5室",NA,NA,NA,NA
"大埔寶馬山 7座 3樓 D室","Grand Palisades Block 7","Grand Palisades Block 7, 8 Shan Yin Rd, Tai Po, Hong Kong",22.4407243,114.172893
"海峰園 車位 4樓 1號","Harbour Heights (Open Space) Car Park (Wilson Parking)","5 Fook Yum Rd, Causeway Bay, Hong Kong",22.288191,114.190511
"愉翠苑 愉歡閣 (A座) 31樓 8室","Yu Chui Court Block A Yu Fun House","Yu Chui Court Block A Yu Fun House, 6號 Ngau Pei Sha St, Sha Tin, Hong Kong",22.3815283,114.204348
"海峰園 車位 4樓 10號","Harbour Heights (Open Space) Car Park (Wilson Parking)","5 Fook Yum Rd, Causeway Bay, Hong Kong",22.288191,114.190511
"油塘中心 8座 4樓 F室","油塘中心","1 Ka Wing St, Yau Tong, Hong Kong",22.2944725,114.2389596
"半島豪庭 4座 37樓 G室","Royal Peninsula Block 4","Royal Peninsula Block 4, Hung Hom, Hong Kong",22.3048535,114.184877
"中星樓 十一樓 4室",NA,NA,NA,NA
"衙前圍大樓 九樓 C室","Centaline Property","Hong Kong, To Kwa Wan, Sung Wong Toi Rd, 38號傲雲峰地下3A舖",22.3234995,114.1897611
"衙前圍大樓 九樓 F室","Wall City Flavor","Hong Kong, Kowloon City, Carpenter Rd, 128號九龍城廣場1樓126店",22.3309656,114.188337
"衙前圍大樓 八樓 G室","Pocity Engineering Co","Hong Kong, Ngau Chi Wan, King Tung St, 8號, Kingsford Terrace Block 4, 30樓G室",22.340621,114.210488
"衙前圍大樓 八樓 F室","旺景工業大廈F座8樓05室","Flat A 2/F, Wong King Industrial Building, 2 Tai Yau St, San Po Kong, Hong Kong",22.3387964,114.1988701
"衙前圍大樓 九樓 G室","45 Nga Tsin Wai Road","45 Nga Tsin Wai Rd, Kowloon City, Hong Kong",22.328839,114.188342
"衙前圍大樓 八樓 E室","HA Cube","Hong Kong, San Po Kong, Tai Yau St, 3號萬迪廣場 8樓D & E室",22.3383572,114.1990798
"達德樓 五樓 32A號",NA,NA,NA,NA
"合眾樓 三樓 31號","合眾樓","31-41號 Kai Tak Rd, Kowloon City, Hong Kong",22.3293714,114.1919511
"恆勝樓 B座 四樓 B1室","Victory Building","109-115號 Carpenter Rd, Kowloon City, Hong Kong",22.3301534,114.1883411
"愉城苑 城康閣 (D座) 四樓 7室","Yue Shing Court Shing Hong House","Yue Shing Court Shing Hong House, 12 Tai Chung Kiu Rd, Sha Tin, Hong Kong",22.3787636,114.1928554
"福昇大廈 14樓 A室","Fok Sing Building","Fok Sing Building, 234-238 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong",22.2801219,114.2244932
"海悅豪庭 1座 七樓 F室","Horae Place Block 1","Horae Place Block 1, 209 Ma Tau Wai Rd, To Kwa Wan, Hong Kong",22.3217443,114.187861
"海峯園 1座(高峯閣) 6樓 E室",NA,NA,NA,NA
"大埔廣場 宜輝閣 (2座) 15樓 J室","Tai Po Plaza Block 2 Yee Fai Court","Tai Po Plaza Block 2 Yee Fai Court, On Tai Rd, Tai Po, Hong Kong",22.4534615,114.1704687
"高宏苑 B座 29樓 3室",NA,NA,NA,NA
"恆裕大廈 3樓 E室",NA,NA,NA,NA
"兆畦苑 兆強閣 (A座) 八樓 15室",NA,NA,NA,NA
"美德大廈 19樓 E室",NA,NA,NA,NA
"啟欣苑 A座 37樓 13室",NA,NA,NA,NA
"迎海 3期 迎海‧星灣御 16座 27樓 A室",NA,NA,NA,NA
"太康大廈 18樓 D室",NA,NA,NA,NA
"豐裕大廈 4樓 A室",NA,NA,NA,NA
"啟鑽苑 4座 (啟濤閣) 12樓 16室",NA,NA,NA,NA
"黃埔花園 9期 百合苑 2座 3樓 E室",NA,NA,NA,NA
"馬頭圍道96號 十二樓 96號","十 二","十 二, 96 Ma Tau Wai Road, 96 Ma Tau Wai Rd, Hok Yuen, Hong Kong",22.3100861,114.1874405
"筲箕灣廣場 麗文苑 (1座) 7樓 F室","Shaukeiwan Plaza Lai Man Court","Shaukeiwan Plaza Lai Man Court, 17 Nam Hong St, Shau Kei Wan, Hong Kong",22.2775335,114.2262639
"美樂花園 7座 5樓 C室","Melody Garden Block 7","Melody Garden Block 7, 2 Wu Chui Rd, Tuen Mun, Hong Kong",22.3744326,113.9601751
"鴻江大廈 6樓 E室",NA,NA,NA,NA
"英麗閣 A座 11樓 3室",NA,NA,NA,NA
"君匯港 6座 41樓 D室",NA,NA,NA,NA
"泰峯 2A座 12樓 C室",NA,NA,NA,NA
"睿峰 東翼 32樓 C室",NA,NA,NA,NA
"No. 1 加冕臺 21樓 B室","21 b","21 b, 1 Coronation Terrace, Mid-Levels, Hong Kong",22.2823026,114.1514436
"東蘭閣 B座 12樓 M室(13室)",NA,NA,NA,NA
"倫美大廈 16樓 C室",NA,NA,NA,NA
"嘉峰臺 車位 平台3層 18號",NA,NA,NA,NA
"豫苑 1座 3樓 G室","Euston Court Block 1","Euston Court Block 1, 6 Park Road, Mid-Levels, Hong Kong",22.2841405,114.1452153
"蝶翠峰 5期 尚悅‧嶺 1座 2樓 K室",NA,NA,NA,NA
"寶星中心 D座 3樓 6室","寶星中心C座","Po Sing Centre Block C, 1號 Ta Chuen Ping St, Kwai Chung, Hong Kong",22.366169,114.136216
"維景灣畔 3期 11 座 19樓 D室",NA,NA,NA,NA
"太和邨 居和樓 (4座) 23樓 1室","Tai Wo Estate Block 4 Kui Wo House","Tai Wo Estate Block 4 Kui Wo House, Tai Po Tai Wo Rd, Tai Wo Estate, Hong Kong",22.4502453,114.1626662
"Double Coast 1期 Double Coast I 3座 11樓 C室",NA,NA,NA,NA
"逸瓏灣 II 車位 地庫 R210號",NA,NA,NA,NA
"逸瓏灣 ll 大廈12座 2樓 A室","逸珑湾低座第十二座","Mayfair By The Sea Lowrise 12, 23號 Fo Chun Rd, Providence Bay, Hong Kong",22.4302523,114.2064223
"天盛苑 盛頤閣 (C座) 32樓 14室","Tin Shing Court Block C Shing Yi House","3號 Tin Ching St, Tin Shui Wai, Hong Kong",22.4473713,114.0017576
"嘉湖山莊 1期 樂湖居 12座 16樓 H室","Locwood Court - Kingswood Villas Block 12","Locwood Court - Kingswood Villas Block 12, 1 Tin Wu Rd, Tin Shui Wai, Hong Kong",22.4528588,113.9999948
"海富苑 海寧閣 (A座) 1樓 18室","Hoi Fu Court Block A Hoi Ning House","Hoi Fu Court Block A Hoi Ning House, 2 Hoi Ting Rd, Mong Kok, Hong Kong",22.3163116,114.1643254
"長安邨 安潮樓 (6座) 5樓 10室","Cheung On Estate Block 6 On Chiu House","Cheung On Estate Block 6 On Chiu House, 1 Tam Kon Shan Rd, Nga Ying Chau, Hong Kong",22.3598647,114.1043138
"碧濤花園 2期 富臨閣 (B座) 1樓 F室","Pictorial Garden Phase 2","23號 On King St, Sha Tin, Hong Kong",22.3948619,114.208228
"光輝樓 七樓 B室","光輝大廈","Hong Kong, 光輝圍7～9號",22.367612,114.132761
"映灣園 1期 賞濤軒 1座 58樓 D室",NA,NA,NA,NA
"荃威花園 J座 20樓 3室","Allway Gardens Block J","Allway Gardens Block J, 16 On Yat St, Tsuen King Circuit, Hong Kong",22.3778601,114.1034545
"麗城花園 3期 車位 地庫2 407號","Belvedere Square Car Park","Belvedere Garden Phase 1 Block 3, 530 Castle Peak Rd - Tsuen Wan, Tsuen Wan, Hong Kong",22.371123,114.101289
"天鑄 1期 車位 2樓 2018號",NA,NA,NA,NA
"藍天海岸 1期 1座 15樓 F室","Coastal Skyline Tower 1","Coastal Skyline Tower 1, 12 Tung Chung Waterfront Rd, Coastal Skyline, Hong Kong",22.2911448,113.9469089
"NAPA 車位 B1樓 R113號",NA,NA,NA,NA
"葵豐大廈 10樓 F室","Best Life For You","Hong Kong, Kwai Chung, Kwai Fung Cres, 25-31號, Marvel Industrial Building Block A, 10樓F室",22.3561159,114.1245199
"利華閣 15樓 A室",NA,NA,NA,NA
"恒麗園 4座 25樓 A室","Hanley Villa","18號 Yau Lai Rd, Tsuen Wan, Hong Kong",22.3693155,114.0922448
"愉景灣 5期頤峰 蔚山閣 (8座) 16樓 B室","Greenvale Vill - Discovery Bay Block 21 Greenmont Court","Greenvale Vill - Discovery Bay Block 21 Greenmont Court, Discovery Bay Rd, Discovery Bay, Hong Kong",22.3063194,114.009439
"愉景灣 5期頤峰 菘山閣 (7座) 7樓 F室",NA,NA,NA,NA
"栢蕙苑 瑞柏閣 (2座) 25樓 F室","Parkvale Shui Pak Mansion","Parkvale Shui Pak Mansion, 4 Greig Road, Quarry Bay, Hong Kong",22.2841238,114.2133599
"嘉崙臺 12樓 A室",NA,NA,NA,NA
"嘉崙臺 12樓 B室",NA,NA,NA,NA
"利奧坊．凱岸 1座 17樓 L室",NA,NA,NA,NA
"景林邨 景桃樓 (6座) 20樓 6室","景桃樓","Hong Kong, 寶琳北路將軍澳第14區",22.3209665,114.260083
"擎天半島 1期 3座 28樓 D室",NA,NA,NA,NA
"恆星樓 17樓 6室","Star Mansion","Star Mansion, 3 Minden Row, Tsim Sha Tsui, Hong Kong",22.2963912,114.1734286
"帝景園 3座 3樓 B室","Dynasty Court Tower 3","Dynasty Court Tower 3, 23 Old Peak Rd, Mid-Levels, Hong Kong",22.2754572,114.153017
"帝景園 3座 24樓 B室","Dynasty Court Tower 3","Dynasty Court Tower 3, 23 Old Peak Rd, Mid-Levels, Hong Kong",22.2754572,114.153017
"麗豪閣 A座 31樓 1室","Tycoon Court Block A","Tycoon Court Block A, 8 Conduit Rd, Mid-Levels, Hong Kong",22.2785923,114.1520083
"東堤灣畔 2期 7座 43樓 B室","Tung Chung Crescent Block 7","Tung Chung Crescent Block 7, Shun Tung Rd, Tung Chung Crescent, Hong Kong",22.2888401,113.9392882
"德發大廈 21樓 D室",NA,NA,NA,NA
"好順利大廈 1座 5樓 G室","Ho Shun Lee Building Block 1","Ho Shun Lee Building Block 1, 9 Fung Yau St S, Yuen Long, Hong Kong",22.4419761,114.0345149
"黃禮賢大廈 三樓 C室","Oscar Court","Oscar Court, Fa Yuen St, Prince Edward, Hong Kong",22.3252707,114.1700795
"好順意大廈 B座 8樓 5室","Ho Shun Yee Building B","Ho Shun Yee Building B, 9 Fung Yau St E, Yuen Long, Hong Kong",22.4430965,114.0348214
"鉅發大廈 2座 5樓 B室","Kui Fat Building Tower 2","Kui Fat Building Tower 2, 11-23 Hop Choi St, Yuen Long, Hong Kong",22.443234,114.0302639
"富榮花園 1座 9樓 H室","Charming Garden","16號 Hoi Ting Rd, Yau Ma Tei, Hong Kong",22.314299,114.1630366
"筲箕灣中心 2座 (B座) 6樓 C室","Shaukeiwan Centre","Shaukiwan Centre Block 3, 407 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong",22.2770213,114.2295135
"都會駅 2期 城中駅 10座 46樓 C室",NA,NA,NA,NA
"Upper Central 9樓 A室",NA,NA,NA,NA
"美孚新邨 8期 百老匯街110-112號 3樓 112號B室",NA,NA,NA,NA
"葡萄園 1期 貝翠大道 洋房17","La Maison Vineyard","La Maison Vineyard Le Cercle Vineyard, 1 Ngau Tam Mei Rd, Tam Mei, Hong Kong",22.4800609,114.0596437
"曉峰閣 3座 16樓 C室","Hillsborough Court Block 3","Hillsborough Court Block 3, 18 Old Peak Rd, Mid-Levels, Hong Kong",22.2755249,114.1523219
"名鑽 6樓 B室",NA,NA,NA,NA
"嵐山 1期 7座 6樓 D室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 40樓 C室",NA,NA,NA,NA
"名城 1期 2座 6樓 SD室",NA,NA,NA,NA
"德福花園 S座 22樓 1室",NA,NA,NA,NA
"高臨 A2座 30樓 E室",NA,NA,NA,NA
"華景山莊 車位 2樓(北) R93號",NA,NA,NA,NA
"德福花園 I座 10樓 13室",NA,NA,NA,NA
"星堤 6座 2樓 A室","Avignon Tower 6","Avignon Tower 6, 1 Kwun Chui Rd, So Kwun Wat, Hong Kong",22.3744346,113.9996845
"浩景臺 3座 5樓 E室","Highland Park Block 3","Highland Park Block 3, Kwai Chung, Hong Kong",22.3493465,114.1298854
"翠擁華庭 12座 25樓 B室","Monte Vista Block 12","Monte Vista Block 12, 9 Sha On St, Monte Vista, Hong Kong",22.4274559,114.2442982
"文蔚樓 17樓 1室(23號)","八文樓","Hong Kong, Jordan, Man Wai St, 25-47號香港佐敦文蔚街25-47號 Man Yiu Building",22.307635,114.1662706
"荔欣苑 荔采閣 (B座) 39樓 10室","Lai Yan Court Block B Lai Choi House","Lai Yan Court Block B Lai Choi House, 278 Lai King Hill Rd, Lai Chi Kok, Hong Kong",22.3432253,114.1362698
"尚文苑 16樓 10室",NA,NA,NA,NA
"紀業樓 四樓 B室","紀業樓","Kei Yip Building, Hop Yick Rd, Yuen Long, Hong Kong",22.4417056,114.0317202
"東輝大廈 十一樓 D室","Tung Fai House","Hong Kong, Tai Hang Tung Rd, 88號, Tai Hang Tung Estate Tung Fai House, 地下10-11號",22.333267,114.1719062
"啟欣苑 B座 25樓 2室",NA,NA,NA,NA
"帝琴灣 凱琴居 12座 7樓 B室","Villa Rhapsody - Symphony Bay Block 12","Villa Rhapsody - Symphony Bay Block 12, 533 Sai Sha Rd, Symphony Bay, Hong Kong",22.4292174,114.2524462
"擎天半島 1期 6座 13樓 H室",NA,NA,NA,NA
"衙前塱道27-33號 四樓 31號","四 31 号","四 31 号, 27 Nga Tsin Long Rd, Kowloon City, Hong Kong",22.328685,114.189157
"海茵莊園 2座 32樓 B6室",NA,NA,NA,NA
"畢架山一號 1期 1座 2樓 A室",NA,NA,NA,NA
"日出康城 9期C Ocean Marini 1座 (1B) 30樓 D室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 8樓 C室",NA,NA,NA,NA
"龍蟠苑 龍環閣 (G座) 二十樓 4室","Lung Poon Court Lung Wan House","Lung Poon Court Lung Wan House, 8 Fung Tak Rd, Tai Hom, Hong Kong",22.3411297,114.2005746
"碧海藍天 1座 37樓 H室","Aqua Marine Tower 1","Aqua Marine Tower 1, 8 Sham Shing Rd, Cheung Sha Wan, Hong Kong",22.3328503,114.1491607
"西貢大廈 A座 7樓 A室","Sai Kung Mansion Block A","Sai Kung Mansion Block A, 42-56 Fuk Man Rd, Sai Kung, Hong Kong",22.382445,114.2725299
"朗濤 6B座 3樓 C室",NA,NA,NA,NA
"愉景灣 1期明翠台 觀峰樓 17樓 B室","Mountain View","Parkridge Vill - Discovery Bay Blk 4 Mountain View, 4 Parkridge Cres, Discovery Bay, Hong Kong",22.3029815,114.0110781
"翠竹花園 9座 16樓 E室","Tsui Chuk Garden Block 9","Tsui Chuk Garden Block 9, 8 Chui Chuk St, Hong Kong",22.3468109,114.1866883
"泓景臺 3期 5座 55樓 D室",NA,NA,NA,NA
"101 Kings Road 6樓 F室","Rm 9","Rm 9, 101 King's Rd, Fortress Hill, Hong Kong",22.2871008,114.1925578
"101 Kings Road 6樓 J室","6 j","6 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 7樓 F室","7 f","7 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 7樓 J室","7 j","7 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 10樓 F室","10/F","10/F, 101 King's Rd, North Point, Hong Kong",22.2870182,114.1926395
"101 Kings Road 10樓 J室","10 j","10 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 12樓 F室","12 f","12 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 12樓 J室","12 j","12 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 15樓 F室","15 f","15 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 18樓 F室","18 f","18 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 18樓 J室","18 j","18 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 25樓 F室","25 f","25 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 25樓 J室","25 j","25 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 28樓 J室","28 j","28 j, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 30樓 F室","30 f","30 f, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"101 Kings Road 8樓 E室","8 e","8 e, 101 King's Road, 101 King's Rd, Causeway Bay, Hong Kong",22.28716,114.1925112
"新城中心 2座 5樓 C室","Sun Shing Centre Block 2","Sun Shing Centre Block 2, 100 Pau Chung St, To Kwa Wan, Hong Kong",22.3204065,114.1897766
"光明大廈 七樓 4室(126號)",NA,NA,NA,NA
"荃灣城市廣場 B座 16樓 2室","Tsuen Wan Town Square Block B","Tsuen Wan Town Square Block B, 67-95 Tsuen Wan Market St, Tsuen Wan, Hong Kong",22.370901,114.1190794
"玖瓏山 日瓏閣 第1座 15樓 A室","Dragons Range Court A Tower 2","Dragons Range Court A Tower 2, Dragons Range, 33 Lai Ping Rd, Kau To Shan, Hong Kong",22.413291,114.2000107
"威勝大廈 6樓 F室",NA,NA,NA,NA
"澄碧邨 19座 2樓 B室",NA,NA,NA,NA
"新寶城 3座 16樓 E室","La Cite Noble Shopping Arcade","Hong Kong, Hang Hau, Ngan O Rd, 1號, La Cite Noble Block 5, Block 4",22.3141928,114.2660291
"凱旋門 觀星閣 (2座) 25樓 A室","The Arch Star Tower","The Arch Star Tower, 1 Austin Rd W, West Kowloon, Hong Kong",22.3037008,114.163279
"殷樺花園 第一期 13樓 F室",NA,NA,NA,NA
"嘉景臺 20樓 C室",NA,NA,NA,NA
"西寧閣 2樓 E室",NA,NA,NA,NA
"俊民苑 文蘭閣 (C座) 六樓 5室",NA,NA,NA,NA
"Henley Park 1B座 35樓 F室",NA,NA,NA,NA
"凱玥 6座 9樓 A室",NA,NA,NA,NA
"緹外 6座 地下 A室",NA,NA,NA,NA
"沙田中心 海寧大廈 (B座) 16樓 E室",NA,NA,NA,NA
"安基苑 基康閣 (C座) 二十二樓 4室",NA,NA,NA,NA
"益漢洋樓 十二樓 A室","Yik Hon Building","72～78 Java Rd, North Point, Hong Kong",22.2919694,114.198945
"維港滙 2期 3座 (3B) 18樓 D室",NA,NA,NA,NA
"海典灣 5座 39樓 E室","Ocean View Tower 5","1 Po Tai St, Ma On Shan, Hong Kong",22.414535,114.223398
"恒峰花園 1座 13樓 D室","Granville Garden Block 1","Granville Garden Block 1, 18 Pik Tin St, Tai Wai, Hong Kong",22.3775121,114.1708974
"羅便臣道80號 2座 16樓 C室",NA,NA,NA,NA
"現崇山 1座 19樓 B室","香港置業 | 東中九龍 - 現崇山分行","樓12號舖, 九龍黃大仙睦鄰街8號現崇山商場2, Hong Kong",22.340828,114.197249
"將軍澳中心 2期 10座 15樓 F室",NA,NA,NA,NA
"康華苑 頌康閣 (C座) 三十一樓 6室",NA,NA,NA,NA
"豪門 17樓 B室","Le Billionnaire","Le Billionnaire, 46 Sa Po Rd, Kowloon City, Hong Kong",22.330897,114.1928913
"栢慧豪園 2期 栢慧豪廷 9座 53樓 B室",NA,NA,NA,NA
"豐盛苑 富盛閣 (C座) 11樓 7室",NA,NA,NA,NA
"昌慶大廈 5樓 D室","Cheong Hing Building","Cheong Hing Building, 53-61 Yan Hing St, Tai Po, Hong Kong",22.4493295,114.1639482
"冠德苑 B座 (冠盛閣) 24樓 7室",NA,NA,NA,NA
"富寶花園 7座 34樓 C室","Saddle Ridge Garden Block 7","Saddle Ridge Garden Block 7, Kam Ying Rd, Ma On Shan, Hong Kong",22.4248945,114.2395606
"兆康苑 兆寧閣 (S座) 三樓 4室","Siu Hong Court Block S Siu Ning House","Siu Hong Court Siu Ning House, Siu Hong Rd, Tuen Mun, Hong Kong",22.4142948,113.9777202
"寶熙苑 富熙閣 (A座) 3樓 8室","寶熙苑：A座（富熙閣）","Po Hei Court Block A Fu Hei Court, 255號 Po On Rd, Lei Cheng Uk, Hong Kong",22.3376432,114.1587952
"豫豐花園 8座 12樓 C室","The Sherwood Block 8","The Sherwood Block 8, 8 Fuk Hang Tsuen Rd, Lam Tei, Hong Kong",22.4187747,113.9855449
"卓爾居 2期 7座 12樓 B室",NA,NA,NA,NA
"富裕臺 A座 十一樓 A3室","Fortune Terrace Block A","Fortune Terrace Block A, 4-16 Tak Shing St, Yau Ma Tei, Hong Kong",22.3042232,114.1729964
"天寰 天海匯2座 23樓 F室",NA,NA,NA,NA
"翠麗軒 16樓 B室","Cherry Crest","Cherry Crest, 3 Kui In Fong, Tai Ping Shan, Hong Kong",22.2837366,114.1486583
"飛揚 1期 1座 18樓 A室",NA,NA,NA,NA
"The Yoho Hub C期 The Yoho Hub II 6座 18樓 K室",NA,NA,NA,NA
"啟欣苑 B座 13樓 13室","啟欣苑啟添閣（B座）","6號 Muk Lai St, Kai Tak, Hong Kong",22.3270887,114.1951666
"好發大廈 3樓 G室","屯門好景飯堂","Hong Kong, Tuen Mun, Kin Fat St, 11號3樓2室 屯門市地段 Goodview Industrial Building, 11號 A座",22.3985614,113.9676895
"黃大仙下邨(一區) 龍達樓 (1座) 27樓 14室",NA,NA,NA,NA
"東頭(二)邨 振東樓 7樓 9室",NA,NA,NA,NA
"健威花園 B座 20樓 4室","560 King's road","Healthy Gardens Block B, King's Rd, North Point, Hong Kong",22.2916702,114.203882
"悅湖山莊 2座 16樓 E室","Yuet Wu Villa Block 2","Yuet Wu Villa Block 2, 2 Wu Sau St, Tuen Mun, Hong Kong",22.374979,113.9683995
"澐璟 8座 32樓 A室",NA,NA,NA,NA
"連方 II 12樓 N6室","連方 II BONDLANE II","268 Hai Tan St, Sham Shui Po, Hong Kong",22.3293231,114.1577354
"連方 I 16樓 D室",NA,NA,NA,NA
"連方 I 16樓 F室",NA,NA,NA,NA
"連方 II 22樓 N5室",NA,NA,NA,NA
"麗港城 4期 21座 13樓 H室",NA,NA,NA,NA
"麗港城 4期 21座 13樓 G室",NA,NA,NA,NA
"大同新邨 大方樓 (J座) 八樓 5室","Cosmopolitan Estate Tai Fong Building","Cosmopolitan Estate Tai Fong Building, 97-105 Tai Kok Tsui Rd, Tai Kok Tsui, Hong Kong",22.3212706,114.1616315
"名鑽 10樓 E室",NA,NA,NA,NA
"綠楊新邨 Q座 21樓 1室","Perfect Medical (千色匯1期21樓)","Hong Kong, Tsuen Wan, Chung On St, 68號千色匯1期21樓2102室",22.3706309,114.1176453
"綠楊新邨 Q座 30樓 1室","Luk Yeung Sun Chuen Block Q","Luk Yeung Sun Chuen Block Q, 22-66 Wai Tsuen Rd, Tsuen Wan, Hong Kong",22.3725429,114.1205949
"將軍澳中心 1期 7座 2樓 A室",NA,NA,NA,NA
"兆山苑 樟景閣 (B座) 十七樓 1室","Cheung King House, Siu Shan Court","Hong Kong, Butterfly Beach, 21-27號地下 Wu King Estate Wu Tsui House",22.3773406,113.9638621
